step	action	robot0_eef_pos	cubeA_pos	cubeB_pos	gripper_to_cubeA	gripper_to_cubeB	cubeA_to_cubeB
10	[-0.08, 0.07, -1.43, 0.0, 0.0, 0.0, -1.0]	[-0.14, 0.07, 0.94]	[-0.15, 0.08, 0.82]	[0.06, 0.11, 0.82]	[-0.01, 0.01, -0.12]	[0.2, 0.04, -0.12]	[0.21, 0.03, 0.01]
11	[-0.11, 0.07, -1.22, 0.0, 0.0, 0.0, -1.0]	[-0.14, 0.07, 0.92]	[-0.15, 0.08, 0.82]	[0.06, 0.11, 0.82]	[-0.01, 0.01, -0.1]	[0.2, 0.04, -0.1]	[0.21, 0.03, 0.01]
12	[-0.12, 0.07, -1.01, 0.0, 0.0, 0.0, -1.0]	[-0.14, 0.07, 0.9]	[-0.15, 0.08, 0.82]	[0.06, 0.11, 0.82]	[-0.01, 0.01, -0.08]	[0.2, 0.04, -0.07]	[0.21, 0.03, 0.01]
13	[-0.12, 0.07, -0.79, 0.0, 0.0, 0.0, -1.0]	[-0.14, 0.07, 0.88]	[-0.15, 0.08, 0.82]	[0.06, 0.11, 0.82]	[-0.01, 0.01, -0.06]	[0.2, 0.04, -0.05]	[0.21, 0.03, 0.01]
14	[-0.1, 0.06, -0.59, 0.0, 0.0, 0.0, -1.0]	[-0.14, 0.07, 0.86]	[-0.15, 0.08, 0.82]	[0.06, 0.11, 0.82]	[-0.0, 0.0, -0.04]	[0.2, 0.04, -0.04]	[0.21, 0.03, 0.01]
15	[-0.05, 0.05, -0.44, 0.0, 0.0, 0.0, -1.0]	[-0.15, 0.07, 0.85]	[-0.15, 0.08, 0.82]	[0.06, 0.11, 0.82]	[0.0, 0.0, -0.03]	[0.21, 0.03, -0.03]	[0.21, 0.03, 0.01]
16	[0.01, 0.02, -0.31, 0.0, 0.0, 0.0, -1.0]	[-0.16, 0.08, 0.84]	[-0.15, 0.08, 0.82]	[0.06, 0.11, 0.82]	[0.01, -0.0, -0.02]	[0.22, 0.03, -0.02]	[0.21, 0.03, 0.01]
17	[0.07, -0.01, -0.21, 0.0, 0.0, 0.0, -1.0]	[-0.16, 0.08, 0.83]	[-0.15, 0.08, 0.82]	[0.06, 0.11, 0.82]	[0.01, -0.0, -0.01]	[0.22, 0.03, -0.01]	[0.21, 0.03, 0.01]
18	[0.12, -0.05, -0.13, 0.0, 0.0, 0.0, -1.0]	[-0.16, 0.08, 0.83]	[-0.15, 0.08, 0.82]	[0.06, 0.11, 0.82]	[0.02, -0.01, -0.01]	[0.22, 0.02, -0.0]	[0.21, 0.03, 0.01]
19	[0.16, -0.08, -0.08, 0.0, 0.0, 0.0, -1.0]	[-0.16, 0.09, 0.82]	[-0.15, 0.08, 0.82]	[0.06, 0.11, 0.82]	[0.02, -0.01, -0.0]	[0.23, 0.02, 0.0]	[0.21, 0.03, 0.01]
20	[0.17, -0.11, -0.04, 0.0, 0.0, 0.0, -1.0]	[-0.16, 0.09, 0.82]	[-0.15, 0.08, 0.82]	[0.06, 0.11, 0.82]	[0.02, -0.01, -0.0]	[0.22, 0.02, 0.0]	[0.21, 0.03, 0.01]
21	[0.16, -0.12, -0.02, 0.0, 0.0, 0.0, -1.0]	[-0.16, 0.09, 0.82]	[-0.15, 0.08, 0.82]	[0.06, 0.11, 0.82]	[0.01, -0.01, -0.0]	[0.22, 0.02, 0.0]	[0.21, 0.03, 0.01]
22	[0.13, -0.11, -0.01, 0.0, 0.0, 0.0, -1.0]	[-0.16, 0.09, 0.82]	[-0.15, 0.08, 0.82]	[0.06, 0.11, 0.82]	[0.01, -0.01, -0.0]	[0.22, 0.02, 0.0]	[0.21, 0.03, 0.01]
23	[0.1, -0.1, -0.01, 0.0, 0.0, 0.0, -1.0]	[-0.16, 0.08, 0.82]	[-0.15, 0.08, 0.82]	[0.06, 0.11, 0.82]	[0.01, -0.01, -0.0]	[0.22, 0.02, 0.0]	[0.21, 0.03, 0.01]
24	[0.07, -0.08, -0.01, 0.0, 0.0, 0.0, -1.0]	[-0.15, 0.08, 0.82]	[-0.15, 0.08, 0.82]	[0.06, 0.11, 0.82]	[0.01, -0.01, -0.0]	[0.21, 0.03, 0.0]	[0.21, 0.03, 0.01]
25	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.15, 0.08, 0.82]	[-0.15, 0.08, 0.82]	[0.06, 0.11, 0.82]	[0.0, -0.0, -0.0]	[0.21, 0.03, 0.0]	[0.21, 0.03, 0.01]
26	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.15, 0.08, 0.82]	[-0.15, 0.08, 0.82]	[0.06, 0.11, 0.82]	[0.0, -0.0, -0.0]	[0.21, 0.03, 0.0]	[0.21, 0.03, 0.01]
27	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.15, 0.08, 0.82]	[-0.15, 0.08, 0.82]	[0.06, 0.11, 0.82]	[0.0, -0.0, -0.0]	[0.21, 0.03, 0.0]	[0.21, 0.03, 0.0]
28	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.15, 0.08, 0.83]	[-0.15, 0.08, 0.82]	[0.06, 0.11, 0.82]	[0.0, -0.0, -0.01]	[0.21, 0.03, -0.01]	[0.21, 0.03, -0.0]
29	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.15, 0.07, 0.84]	[-0.15, 0.07, 0.83]	[0.06, 0.11, 0.82]	[0.0, -0.0, -0.01]	[0.22, 0.03, -0.01]	[0.21, 0.03, -0.01]
30	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.16, 0.07, 0.84]	[-0.15, 0.07, 0.84]	[0.06, 0.11, 0.82]	[0.0, -0.0, -0.01]	[0.22, 0.03, -0.02]	[0.21, 0.03, -0.01]
31	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.16, 0.07, 0.85]	[-0.15, 0.07, 0.84]	[0.06, 0.11, 0.82]	[0.0, -0.0, -0.01]	[0.22, 0.03, -0.02]	[0.21, 0.03, -0.02]
32	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.16, 0.07, 0.85]	[-0.15, 0.07, 0.85]	[0.06, 0.11, 0.82]	[0.0, -0.0, -0.01]	[0.22, 0.03, -0.03]	[0.21, 0.03, -0.02]
33	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.16, 0.07, 0.86]	[-0.15, 0.07, 0.85]	[0.06, 0.11, 0.82]	[0.0, -0.0, -0.01]	[0.22, 0.04, -0.03]	[0.21, 0.04, -0.03]
34	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.16, 0.07, 0.86]	[-0.15, 0.07, 0.86]	[0.06, 0.11, 0.82]	[0.0, -0.0, -0.01]	[0.22, 0.04, -0.04]	[0.21, 0.04, -0.03]
35	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.16, 0.07, 0.87]	[-0.15, 0.07, 0.86]	[0.06, 0.11, 0.82]	[0.0, -0.0, -0.01]	[0.22, 0.04, -0.04]	[0.21, 0.04, -0.04]
36	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.16, 0.07, 0.87]	[-0.15, 0.07, 0.87]	[0.06, 0.11, 0.82]	[0.0, -0.0, -0.01]	[0.22, 0.04, -0.05]	[0.21, 0.04, -0.04]
37	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.16, 0.07, 0.88]	[-0.15, 0.07, 0.87]	[0.06, 0.11, 0.82]	[0.0, -0.0, -0.01]	[0.22, 0.04, -0.05]	[0.21, 0.04, -0.05]
38	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.16, 0.07, 0.89]	[-0.15, 0.07, 0.88]	[0.06, 0.11, 0.82]	[0.0, -0.0, -0.01]	[0.22, 0.04, -0.06]	[0.21, 0.04, -0.06]
39	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.16, 0.07, 0.89]	[-0.15, 0.07, 0.89]	[0.06, 0.11, 0.82]	[0.0, -0.0, -0.01]	[0.22, 0.04, -0.07]	[0.22, 0.04, -0.06]
40	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.16, 0.07, 0.9]	[-0.15, 0.07, 0.89]	[0.06, 0.11, 0.82]	[0.0, -0.0, -0.01]	[0.22, 0.04, -0.07]	[0.22, 0.04, -0.07]
41	[2.15, 0.37, 2.5, 0.0, 0.0, 0.0, 1.0]	[-0.15, 0.07, 0.91]	[-0.14, 0.07, 0.91]	[0.06, 0.11, 0.82]	[0.0, -0.0, -0.0]	[0.21, 0.03, -0.09]	[0.2, 0.03, -0.08]
42	[2.04, 0.34, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.13, 0.08, 0.92]	[-0.12, 0.08, 0.91]	[0.06, 0.11, 0.82]	[0.0, -0.0, -0.01]	[0.19, 0.03, -0.09]	[0.19, 0.03, -0.09]
43	[1.85, 0.3, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.11, 0.08, 0.91]	[-0.1, 0.08, 0.91]	[0.06, 0.11, 0.82]	[0.0, -0.0, -0.01]	[0.17, 0.02, -0.09]	[0.16, 0.02, -0.09]
44	[1.63, 0.24, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.08, 0.09, 0.92]	[-0.08, 0.09, 0.91]	[0.06, 0.11, 0.82]	[0.0, -0.0, -0.01]	[0.14, 0.02, -0.09]	[0.14, 0.02, -0.09]
45	[1.4, 0.18, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.06, 0.1, 0.92]	[-0.06, 0.1, 0.91]	[0.06, 0.11, 0.82]	[0.0, -0.0, -0.01]	[0.12, 0.01, -0.09]	[0.12, 0.01, -0.09]
46	[1.17, 0.11, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.04, 0.1, 0.92]	[-0.03, 0.1, 0.91]	[0.06, 0.11, 0.82]	[0.0, -0.0, -0.01]	[0.1, 0.0, -0.09]	[0.09, 0.0, -0.09]
47	[0.94, 0.05, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.02, 0.11, 0.92]	[-0.01, 0.11, 0.91]	[0.06, 0.11, 0.82]	[0.0, -0.0, -0.01]	[0.08, -0.0, -0.09]	[0.07, -0.0, -0.09]
48	[0.72, -0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.0, 0.11, 0.92]	[0.01, 0.11, 0.91]	[0.06, 0.11, 0.82]	[0.0, -0.0, -0.01]	[0.06, -0.0, -0.09]	[0.05, -0.0, -0.09]
49	[0.54, -0.03, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.02, 0.11, 0.92]	[0.02, 0.11, 0.91]	[0.06, 0.11, 0.82]	[0.0, -0.0, -0.01]	[0.04, -0.0, -0.09]	[0.04, -0.0, -0.09]
50	[0.39, -0.04, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.03, 0.11, 0.92]	[0.03, 0.11, 0.91]	[0.06, 0.11, 0.82]	[0.0, -0.0, -0.01]	[0.03, -0.0, -0.09]	[0.03, -0.0, -0.09]
51	[0.27, -0.03, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.04, 0.11, 0.92]	[0.04, 0.11, 0.91]	[0.06, 0.11, 0.82]	[0.0, -0.0, -0.01]	[0.02, -0.0, -0.1]	[0.02, -0.0, -0.09]
52	[0.19, -0.02, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.04, 0.11, 0.92]	[0.05, 0.11, 0.92]	[0.06, 0.11, 0.82]	[0.0, -0.0, -0.01]	[0.02, -0.0, -0.1]	[0.01, -0.0, -0.09]
53	[0.12, -0.01, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.05, 0.11, 0.92]	[0.05, 0.11, 0.92]	[0.06, 0.11, 0.82]	[0.0, -0.0, -0.01]	[0.01, -0.0, -0.1]	[0.01, -0.0, -0.09]
54	[0.08, -0.0, -0.42, 0.0, 0.0, 0.0, 1.0]	[0.05, 0.11, 0.92]	[0.06, 0.11, 0.91]	[0.06, 0.11, 0.82]	[0.0, -0.0, -0.01]	[0.01, 0.0, -0.09]	[0.0, 0.0, -0.08]
55	[0.05, 0.01, -0.35, 0.0, 0.0, 0.0, 1.0]	[0.05, 0.11, 0.91]	[0.06, 0.11, 0.9]	[0.06, 0.11, 0.82]	[0.0, -0.0, -0.01]	[0.01, 0.0, -0.08]	[0.0, 0.0, -0.08]
56	[0.03, 0.01, -0.27, 0.0, 0.0, 0.0, 1.0]	[0.05, 0.11, 0.9]	[0.06, 0.11, 0.89]	[0.06, 0.11, 0.82]	[0.0, -0.0, -0.01]	[0.01, 0.0, -0.08]	[0.0, 0.0, -0.07]
57	[0.02, 0.01, -0.2, 0.0, 0.0, 0.0, 1.0]	[0.05, 0.11, 0.9]	[0.06, 0.11, 0.89]	[0.06, 0.11, 0.82]	[0.0, -0.0, -0.01]	[0.01, 0.0, -0.07]	[0.0, 0.0, -0.06]
58	[0.01, 0.01, -0.15, 0.0, 0.0, 0.0, 1.0]	[0.06, 0.11, 0.89]	[0.06, 0.11, 0.89]	[0.06, 0.11, 0.82]	[0.0, -0.0, -0.01]	[0.01, 0.0, -0.07]	[0.0, 0.0, -0.06]
59	[0.01, 0.01, -0.11, 0.0, 0.0, 0.0, 1.0]	[0.06, 0.11, 0.89]	[0.06, 0.11, 0.88]	[0.06, 0.11, 0.82]	[0.0, -0.0, -0.01]	[0.01, 0.0, -0.06]	[0.0, 0.0, -0.06]
60	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.05, 0.11, 0.89]	[0.06, 0.11, 0.88]	[0.06, 0.11, 0.82]	[0.0, -0.0, -0.01]	[0.01, 0.0, -0.06]	[0.0, 0.0, -0.06]
61	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.05, 0.11, 0.89]	[0.06, 0.11, 0.88]	[0.06, 0.11, 0.82]	[0.0, -0.0, -0.01]	[0.01, 0.0, -0.06]	[0.0, 0.0, -0.06]
62	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.05, 0.11, 0.89]	[0.06, 0.11, 0.87]	[0.06, 0.11, 0.82]	[0.0, -0.0, -0.02]	[0.01, 0.0, -0.06]	[0.0, 0.0, -0.04]
63	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.05, 0.11, 0.89]	[0.06, 0.11, 0.87]	[0.06, 0.11, 0.82]	[0.0, 0.0, -0.02]	[0.01, 0.0, -0.06]	[0.0, 0.0, -0.04]
64	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[0.05, 0.11, 0.9]	[0.06, 0.11, 0.87]	[0.06, 0.11, 0.82]	[0.0, -0.0, -0.03]	[0.01, 0.0, -0.08]	[0.0, 0.0, -0.04]
65	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[0.05, 0.11, 0.93]	[0.06, 0.11, 0.87]	[0.06, 0.11, 0.82]	[0.01, -0.0, -0.06]	[0.01, -0.0, -0.1]	[0.0, 0.0, -0.04]
66	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[0.05, 0.11, 0.95]	[0.06, 0.11, 0.87]	[0.06, 0.11, 0.82]	[0.01, -0.0, -0.08]	[0.01, -0.0, -0.12]	[0.0, 0.0, -0.04]
67	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[0.05, 0.11, 0.97]	[0.06, 0.11, 0.87]	[0.06, 0.11, 0.82]	[0.01, -0.0, -0.1]	[0.01, -0.0, -0.15]	[0.0, 0.0, -0.04]
68	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.05, 0.11, 0.98]	[0.06, 0.11, 0.87]	[0.06, 0.11, 0.82]	[0.01, -0.0, -0.11]	[0.01, -0.0, -0.15]	[0.0, 0.0, -0.04]
69	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.05, 0.11, 0.98]	[0.06, 0.11, 0.87]	[0.06, 0.11, 0.82]	[0.01, -0.0, -0.11]	[0.01, -0.0, -0.15]	[0.0, 0.0, -0.04]
70	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.05, 0.11, 0.98]	[0.06, 0.11, 0.87]	[0.06, 0.11, 0.82]	[0.01, -0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
71	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.05, 0.11, 0.98]	[0.06, 0.11, 0.87]	[0.06, 0.11, 0.82]	[0.01, -0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
72	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.05, 0.11, 0.98]	[0.06, 0.11, 0.87]	[0.06, 0.11, 0.82]	[0.01, -0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
73	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.05, 0.11, 0.98]	[0.06, 0.11, 0.87]	[0.06, 0.11, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
74	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.05, 0.11, 0.98]	[0.06, 0.11, 0.87]	[0.06, 0.11, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
75	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.05, 0.11, 0.98]	[0.06, 0.11, 0.87]	[0.06, 0.11, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
76	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.05, 0.11, 0.98]	[0.06, 0.11, 0.87]	[0.06, 0.11, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
77	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.05, 0.11, 0.98]	[0.06, 0.11, 0.87]	[0.06, 0.11, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
78	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.05, 0.11, 0.98]	[0.06, 0.11, 0.87]	[0.06, 0.11, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
79	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[0.05, 0.11, 0.98]	[0.06, 0.11, 0.87]	[0.06, 0.11, 0.82]	[0.01, 0.0, -0.11]	[0.01, 0.0, -0.15]	[0.0, 0.0, -0.04]
