step	action	robot0_eef_pos	Can_pos	Can_to_robot0_eef_pos
44	[0.07, 5.32, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, -0.11, 1.06]	[0.19, -0.11, 1.03]	[0.0, 0.0, 0.03]
45	[0.05, 5.1, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, -0.08, 1.06]	[0.19, -0.08, 1.03]	[0.0, 0.0, 0.03]
46	[0.04, 4.87, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, -0.06, 1.06]	[0.19, -0.06, 1.03]	[0.0, 0.0, 0.03]
47	[0.03, 4.64, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, -0.04, 1.06]	[0.19, -0.04, 1.03]	[0.0, 0.0, 0.03]
48	[0.03, 4.41, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, -0.02, 1.06]	[0.19, -0.02, 1.03]	[0.0, 0.0, 0.03]
49	[0.04, 4.18, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.01, 1.06]	[0.19, 0.01, 1.03]	[0.0, 0.0, 0.03]
50	[0.04, 3.95, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.03, 1.06]	[0.19, 0.03, 1.03]	[0.0, 0.0, 0.03]
51	[0.04, 3.72, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.05, 1.05]	[0.19, 0.05, 1.03]	[0.0, 0.0, 0.03]
52	[0.05, 3.49, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.08, 1.05]	[0.19, 0.08, 1.03]	[0.0, 0.0, 0.03]
53	[0.05, 3.27, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.1, 1.05]	[0.19, 0.1, 1.03]	[0.0, 0.0, 0.03]
54	[0.05, 3.04, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.12, 1.05]	[0.19, 0.12, 1.03]	[0.0, 0.0, 0.03]
55	[0.05, 2.81, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.14, 1.05]	[0.19, 0.14, 1.02]	[0.0, 0.0, 0.03]
56	[0.05, 2.59, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.17, 1.05]	[0.19, 0.17, 1.02]	[0.0, 0.0, 0.03]
57	[0.05, 2.36, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.19, 1.05]	[0.19, 0.19, 1.02]	[0.0, 0.0, 0.03]
58	[0.05, 2.14, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.21, 1.05]	[0.19, 0.21, 1.02]	[0.0, 0.0, 0.03]
59	[0.06, 1.92, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.23, 1.04]	[0.19, 0.23, 1.02]	[0.0, 0.0, 0.03]
60	[0.06, 1.69, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.26, 1.04]	[0.19, 0.26, 1.02]	[0.0, 0.0, 0.03]
61	[0.06, 1.47, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.28, 1.04]	[0.19, 0.28, 1.02]	[0.0, 0.0, 0.03]
62	[0.07, 1.26, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.19, 0.3, 1.04]	[0.19, 0.3, 1.01]	[0.0, 0.0, 0.03]
63	[0.07, 1.04, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.32, 1.04]	[0.19, 0.32, 1.01]	[0.0, 0.0, 0.03]
64	[0.08, 0.83, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.34, 1.03]	[0.19, 0.34, 1.01]	[0.0, 0.0, 0.03]
65	[0.09, 0.64, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.35, 1.03]	[0.19, 0.35, 1.0]	[0.0, 0.0, 0.03]
66	[0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.36, 1.03]	[0.19, 0.36, 1.0]	[0.0, 0.0, 0.03]
67	[0.11, 0.38, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.37, 1.02]	[0.19, 0.37, 1.0]	[0.0, 0.0, 0.03]
68	[0.12, 0.3, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.38, 1.02]	[0.18, 0.38, 1.0]	[0.0, 0.0, 0.03]
69	[0.13, 0.24, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.38, 1.02]	[0.18, 0.38, 0.99]	[0.0, 0.0, 0.03]
70	[0.14, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.38, 1.01]	[0.18, 0.39, 0.98]	[0.0, 0.0, 0.03]
71	[0.15, 0.17, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.18, 0.39, 1.0]	[0.18, 0.39, 0.98]	[0.0, 0.0, 0.03]
72	[0.17, 0.17, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 1.0]	[0.18, 0.39, 0.97]	[0.0, 0.0, 0.03]
73	[0.18, 0.16, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.99]	[0.18, 0.39, 0.96]	[0.0, 0.0, 0.03]
74	[0.19, 0.16, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.39, 0.98]	[0.18, 0.39, 0.95]	[0.0, 0.0, 0.03]
75	[0.21, 0.17, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.97]	[0.18, 0.39, 0.95]	[0.0, 0.0, 0.03]
76	[0.22, 0.17, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.96]	[0.18, 0.39, 0.94]	[0.0, 0.0, 0.03]
77	[0.22, 0.17, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.96]	[0.18, 0.39, 0.93]	[0.0, 0.0, 0.03]
78	[0.22, 0.17, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.95]	[0.18, 0.38, 0.92]	[0.0, 0.0, 0.03]
79	[0.22, 0.18, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.94]	[0.18, 0.38, 0.92]	[0.0, 0.0, 0.03]
80	[0.22, 0.18, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.93]	[0.18, 0.38, 0.91]	[0.0, 0.0, 0.03]
81	[0.22, 0.18, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.93]	[0.18, 0.38, 0.9]	[0.0, 0.0, 0.03]
82	[0.22, 0.18, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.92]	[0.18, 0.38, 0.89]	[0.0, 0.0, 0.03]
83	[0.22, 0.18, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.91]	[0.17, 0.38, 0.89]	[0.0, 0.0, 0.03]
84	[0.23, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.9]	[0.17, 0.38, 0.88]	[0.0, 0.0, 0.03]
85	[0.25, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.89]	[0.17, 0.38, 0.87]	[0.0, 0.0, 0.03]
86	[0.27, 0.22, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, 0.0, 0.03]
87	[0.29, 0.24, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.85]	[0.0, 0.0, 0.03]
88	[0.29, 0.24, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, 0.0, 0.02]
89	[0.28, 0.24, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, 0.0, 0.02]
90	[0.28, 0.23, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.16, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, 0.0, 0.02]
91	[0.27, 0.22, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.17, 0.38, 0.86]	[0.0, 0.0, 0.02]
92	[0.23, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
93	[0.22, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
94	[0.22, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
95	[0.22, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
96	[0.22, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
97	[0.22, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
98	[0.21, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
99	[0.21, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
100	[0.21, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
101	[0.21, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
102	[0.21, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
103	[0.21, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
104	[0.22, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
105	[0.22, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
106	[0.22, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
107	[0.22, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
108	[0.22, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
109	[0.22, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
110	[0.22, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, -0.0, 0.02]
111	[0.22, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, -0.0, 0.02]
112	[0.22, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, -0.0, 0.02]
113	[0.22, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
114	[0.22, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
115	[0.22, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
116	[0.22, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
117	[0.22, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, 0.0, 0.02]
118	[0.22, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, -0.0, 0.02]
119	[0.22, 0.2, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.17, 0.38, 0.88]	[0.18, 0.38, 0.86]	[0.0, -0.0, 0.02]
