step	action	robot0_eef_pos	door_pos	handle_pos	door_to_eef_pos	handle_to_eef_pos
19	[0.01, -0.23, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.22, 1.2]	[-0.2, -0.36, 1.1]	[-0.15, -0.26, 1.08]	[-0.05, -0.14, -0.1]	[0.0, -0.04, -0.12]
20	[0.0, -0.17, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.22, 1.2]	[-0.2, -0.36, 1.1]	[-0.15, -0.26, 1.08]	[-0.05, -0.14, -0.1]	[-0.0, -0.04, -0.12]
21	[-0.0, -0.12, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.22, 1.2]	[-0.2, -0.36, 1.1]	[-0.15, -0.26, 1.08]	[-0.05, -0.13, -0.1]	[-0.0, -0.03, -0.12]
22	[-0.01, -0.14, -1.72, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.23, 1.18]	[-0.2, -0.36, 1.1]	[-0.15, -0.26, 1.08]	[-0.06, -0.13, -0.08]	[-0.0, -0.03, -0.11]
23	[-0.02, -0.11, -1.57, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.23, 1.16]	[-0.2, -0.36, 1.1]	[-0.15, -0.26, 1.08]	[-0.06, -0.13, -0.06]	[-0.0, -0.03, -0.08]
24	[-0.02, -0.08, -1.34, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.23, 1.14]	[-0.2, -0.36, 1.1]	[-0.15, -0.26, 1.08]	[-0.06, -0.12, -0.04]	[-0.0, -0.03, -0.06]
25	[-0.02, -0.07, -1.12, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.23, 1.11]	[-0.2, -0.36, 1.1]	[-0.15, -0.26, 1.08]	[-0.05, -0.12, -0.01]	[-0.0, -0.03, -0.04]
26	[-0.01, -0.06, -0.89, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.23, 1.09]	[-0.2, -0.36, 1.1]	[-0.15, -0.26, 1.06]	[-0.05, -0.12, 0.01]	[0.0, -0.02, -0.03]
27	[0.01, -0.05, -0.78, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.23, 1.07]	[-0.2, -0.36, 1.1]	[-0.15, -0.26, 1.05]	[-0.05, -0.12, 0.03]	[0.0, -0.02, -0.02]
28	[0.04, -0.04, -0.74, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.23, 1.06]	[-0.2, -0.36, 1.1]	[-0.15, -0.26, 1.04]	[-0.05, -0.12, 0.04]	[0.01, -0.02, -0.01]
29	[0.05, -0.04, -0.63, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.23, 1.04]	[-0.2, -0.36, 1.1]	[-0.15, -0.26, 1.05]	[-0.05, -0.12, 0.06]	[0.0, -0.02, 0.01]
30	[0.04, -0.04, -0.43, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.23, 1.03]	[-0.2, -0.36, 1.1]	[-0.14, -0.26, 1.04]	[-0.05, -0.12, 0.07]	[0.01, -0.02, 0.01]
31	[0.06, -0.04, -0.39, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.23, 1.02]	[-0.2, -0.36, 1.1]	[-0.14, -0.26, 1.03]	[-0.05, -0.12, 0.08]	[0.01, -0.02, 0.01]
32	[0.09, -0.03, -0.38, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.24, 1.01]	[-0.2, -0.36, 1.1]	[-0.14, -0.26, 1.02]	[-0.05, -0.12, 0.09]	[0.01, -0.02, 0.01]
33	[0.12, -0.03, -0.38, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.24, 1.0]	[-0.2, -0.36, 1.1]	[-0.13, -0.26, 1.01]	[-0.06, -0.12, 0.1]	[0.02, -0.02, 0.01]
34	[0.15, -0.03, -0.37, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.24, 0.99]	[-0.2, -0.36, 1.1]	[-0.13, -0.26, 1.0]	[-0.06, -0.12, 0.11]	[0.02, -0.02, 0.01]
35	[0.18, -0.03, -0.36, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.24, 0.98]	[-0.2, -0.36, 1.1]	[-0.12, -0.26, 1.0]	[-0.06, -0.12, 0.12]	[0.02, -0.02, 0.02]
36	[0.2, -0.03, -0.35, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.24, 0.97]	[-0.2, -0.36, 1.1]	[-0.12, -0.26, 0.99]	[-0.07, -0.12, 0.13]	[0.02, -0.02, 0.02]
37	[0.23, -0.02, -0.33, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.24, 0.96]	[-0.2, -0.36, 1.1]	[-0.11, -0.26, 0.98]	[-0.07, -0.12, 0.14]	[0.02, -0.02, 0.02]
38	[0.25, -0.03, -0.32, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.24, 0.96]	[-0.2, -0.36, 1.1]	[-0.1, -0.26, 0.98]	[-0.07, -0.12, 0.14]	[0.03, -0.02, 0.02]
39	[0.27, -0.03, -0.3, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.24, 0.95]	[-0.2, -0.36, 1.1]	[-0.1, -0.26, 0.97]	[-0.08, -0.12, 0.15]	[0.03, -0.02, 0.02]
40	[0.29, -0.03, -0.27, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.24, 0.94]	[-0.2, -0.36, 1.1]	[-0.09, -0.26, 0.97]	[-0.08, -0.12, 0.16]	[0.03, -0.02, 0.03]
41	[0.3, -0.03, -0.25, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.24, 0.94]	[-0.2, -0.36, 1.1]	[-0.08, -0.26, 0.96]	[-0.09, -0.12, 0.16]	[0.03, -0.02, 0.03]
42	[0.32, -0.03, -0.22, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.24, 0.93]	[-0.2, -0.36, 1.1]	[-0.08, -0.26, 0.96]	[-0.09, -0.12, 0.17]	[0.03, -0.02, 0.03]
43	[0.33, -0.03, -0.2, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.24, 0.93]	[-0.2, -0.36, 1.1]	[-0.07, -0.26, 0.96]	[-0.1, -0.12, 0.17]	[0.03, -0.02, 0.03]
44	[0.34, -0.03, -0.17, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.24, 0.92]	[-0.2, -0.36, 1.1]	[-0.06, -0.26, 0.96]	[-0.1, -0.12, 0.18]	[0.03, -0.02, 0.04]
45	[0.34, -0.03, -0.14, 0.0, 0.0, 0.0, -1.0]	[-0.09, -0.24, 0.92]	[-0.2, -0.36, 1.1]	[-0.06, -0.26, 0.96]	[-0.11, -0.12, 0.18]	[0.03, -0.02, 0.04]
46	[0.35, -0.03, -0.12, 0.0, 0.0, 0.0, -1.0]	[-0.09, -0.24, 0.91]	[-0.2, -0.36, 1.1]	[-0.05, -0.26, 0.95]	[-0.11, -0.12, 0.19]	[0.03, -0.02, 0.04]
47	[0.35, 0.77, 0.4, 0.0, 0.0, 0.0, -1.0]	[-0.09, -0.23, 0.92]	[-0.2, -0.35, 1.1]	[-0.05, -0.26, 0.95]	[-0.11, -0.12, 0.18]	[0.03, -0.03, 0.04]
48	[0.34, 0.74, 0.37, 0.0, 0.0, 0.0, -1.0]	[-0.09, -0.22, 0.92]	[-0.2, -0.34, 1.1]	[-0.06, -0.24, 0.95]	[-0.11, -0.13, 0.18]	[0.03, -0.03, 0.03]
49	[0.34, 0.73, 0.35, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.2, 0.92]	[-0.2, -0.33, 1.1]	[-0.06, -0.23, 0.95]	[-0.11, -0.13, 0.18]	[0.03, -0.03, 0.03]
50	[0.34, 0.74, 0.33, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.19, 0.92]	[-0.2, -0.32, 1.1]	[-0.06, -0.21, 0.95]	[-0.11, -0.14, 0.18]	[0.03, -0.03, 0.03]
51	[0.33, 0.73, 0.31, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.17, 0.92]	[-0.21, -0.32, 1.1]	[-0.07, -0.2, 0.95]	[-0.1, -0.15, 0.18]	[0.03, -0.03, 0.03]
52	[0.33, 0.73, 0.29, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.16, 0.92]	[-0.21, -0.31, 1.1]	[-0.07, -0.19, 0.95]	[-0.1, -0.15, 0.18]	[0.03, -0.03, 0.03]
53	[0.33, 0.7, 0.27, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.14, 0.93]	[-0.21, -0.3, 1.1]	[-0.07, -0.18, 0.95]	[-0.1, -0.16, 0.17]	[0.03, -0.03, 0.02]
54	[0.33, 0.67, 0.25, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.13, 0.93]	[-0.21, -0.29, 1.1]	[-0.07, -0.16, 0.95]	[-0.1, -0.16, 0.17]	[0.03, -0.03, 0.02]
55	[0.33, 0.66, 0.25, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.12, 0.93]	[-0.21, -0.29, 1.1]	[-0.08, -0.15, 0.95]	[-0.1, -0.17, 0.17]	[0.03, -0.03, 0.02]
56	[0.34, 0.66, 0.25, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.11, 0.93]	[-0.21, -0.28, 1.1]	[-0.08, -0.15, 0.95]	[-0.09, -0.17, 0.17]	[0.03, -0.03, 0.02]
57	[0.34, 0.66, 0.24, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.1, 0.93]	[-0.21, -0.28, 1.1]	[-0.09, -0.14, 0.95]	[-0.09, -0.17, 0.17]	[0.03, -0.03, 0.02]
58	[0.34, 0.65, 0.24, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.09, 0.93]	[-0.21, -0.27, 1.1]	[-0.09, -0.13, 0.95]	[-0.09, -0.18, 0.17]	[0.03, -0.04, 0.02]
59	[0.34, 0.61, 0.23, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.08, 0.93]	[-0.22, -0.27, 1.1]	[-0.09, -0.12, 0.95]	[-0.09, -0.18, 0.17]	[0.03, -0.04, 0.02]
60	[0.34, 0.62, 0.23, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.08, 0.93]	[-0.22, -0.26, 1.1]	[-0.1, -0.11, 0.95]	[-0.08, -0.19, 0.17]	[0.03, -0.04, 0.02]
61	[0.35, 0.62, 0.23, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.07, 0.93]	[-0.22, -0.26, 1.1]	[-0.1, -0.11, 0.95]	[-0.08, -0.19, 0.17]	[0.03, -0.04, 0.02]
62	[0.35, 0.61, 0.23, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.06, 0.93]	[-0.22, -0.26, 1.1]	[-0.1, -0.11, 0.95]	[-0.08, -0.19, 0.17]	[0.04, -0.04, 0.02]
63	[0.36, 0.58, 0.22, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.06, 0.93]	[-0.22, -0.26, 1.1]	[-0.1, -0.1, 0.95]	[-0.08, -0.2, 0.17]	[0.04, -0.05, 0.02]
64	[0.38, 0.52, 0.21, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.05, 0.93]	[-0.22, -0.26, 1.1]	[-0.1, -0.1, 0.95]	[-0.08, -0.21, 0.17]	[0.04, -0.05, 0.02]
65	[0.39, 0.46, 0.2, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.04, 0.93]	[-0.22, -0.26, 1.1]	[-0.1, -0.1, 0.95]	[-0.08, -0.21, 0.17]	[0.04, -0.06, 0.02]
66	[0.38, 0.41, 0.18, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.04, 0.93]	[-0.22, -0.26, 1.1]	[-0.1, -0.11, 0.95]	[-0.08, -0.22, 0.17]	[0.04, -0.07, 0.02]
67	[0.36, 0.34, 0.18, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.04, 0.93]	[-0.22, -0.26, 1.1]	[-0.1, -0.1, 0.95]	[-0.08, -0.22, 0.17]	[0.04, -0.07, 0.02]
68	[0.36, 0.31, 0.17, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.03, 0.93]	[-0.22, -0.26, 1.1]	[-0.1, -0.1, 0.95]	[-0.08, -0.23, 0.17]	[0.04, -0.07, 0.02]
69	[0.36, 0.26, 0.17, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.03, 0.93]	[-0.22, -0.26, 1.1]	[-0.1, -0.1, 0.95]	[-0.08, -0.23, 0.17]	[0.04, -0.08, 0.02]
70	[0.36, 0.22, 0.16, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.02, 0.93]	[-0.22, -0.26, 1.1]	[-0.1, -0.1, 0.95]	[-0.08, -0.23, 0.17]	[0.04, -0.08, 0.02]
71	[0.36, 0.19, 0.16, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.02, 0.93]	[-0.22, -0.26, 1.1]	[-0.1, -0.1, 0.95]	[-0.09, -0.24, 0.17]	[0.04, -0.08, 0.02]
72	[0.36, 0.16, 0.16, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.02, 0.93]	[-0.22, -0.26, 1.1]	[-0.1, -0.1, 0.95]	[-0.09, -0.24, 0.17]	[0.04, -0.09, 0.02]
73	[0.36, 0.15, 0.16, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.02, 0.93]	[-0.22, -0.26, 1.1]	[-0.1, -0.1, 0.95]	[-0.09, -0.24, 0.17]	[0.04, -0.09, 0.02]
74	[0.36, 0.14, 0.16, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.02, 0.93]	[-0.22, -0.26, 1.1]	[-0.1, -0.1, 0.95]	[-0.09, -0.24, 0.17]	[0.04, -0.09, 0.02]
75	[0.36, 0.13, 0.16, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.02, 0.93]	[-0.22, -0.26, 1.1]	[-0.1, -0.1, 0.95]	[-0.09, -0.24, 0.17]	[0.04, -0.09, 0.02]
76	[0.36, 0.13, 0.16, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.02, 0.93]	[-0.22, -0.26, 1.1]	[-0.1, -0.1, 0.95]	[-0.09, -0.24, 0.17]	[0.04, -0.09, 0.02]
77	[0.36, 0.13, 0.16, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.02, 0.93]	[-0.22, -0.26, 1.1]	[-0.1, -0.1, 0.95]	[-0.09, -0.24, 0.17]	[0.04, -0.09, 0.02]
78	[0.36, 0.13, 0.16, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.02, 0.93]	[-0.22, -0.26, 1.1]	[-0.1, -0.1, 0.95]	[-0.09, -0.24, 0.17]	[0.04, -0.09, 0.02]
79	[0.36, 0.13, 0.16, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.02, 0.93]	[-0.22, -0.26, 1.1]	[-0.1, -0.1, 0.95]	[-0.09, -0.24, 0.17]	[0.04, -0.09, 0.02]
