step	action	robot0_eef_pos	cubeA_pos	cubeB_pos	gripper_to_cubeA	gripper_to_cubeB	cubeA_to_cubeB
21	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.02, 0.0, 0.83]	[-0.01, 0.0, 0.82]	[-0.07, 0.15, 0.82]	[0.0, -0.0, -0.01]	[-0.05, 0.15, -0.0]	[-0.05, 0.15, 0.01]
22	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.02, 0.0, 0.83]	[-0.01, 0.0, 0.82]	[-0.07, 0.15, 0.82]	[0.0, -0.0, -0.01]	[-0.05, 0.15, -0.01]	[-0.05, 0.15, 0.0]
23	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.02, 0.0, 0.84]	[-0.01, 0.0, 0.83]	[-0.07, 0.15, 0.82]	[0.0, -0.0, -0.01]	[-0.05, 0.15, -0.01]	[-0.05, 0.15, -0.0]
24	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.02, 0.0, 0.84]	[-0.01, 0.0, 0.83]	[-0.07, 0.15, 0.82]	[0.0, -0.0, -0.01]	[-0.05, 0.15, -0.02]	[-0.05, 0.15, -0.01]
25	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.02, 0.0, 0.85]	[-0.01, 0.0, 0.84]	[-0.07, 0.15, 0.82]	[0.0, -0.0, -0.01]	[-0.05, 0.15, -0.02]	[-0.05, 0.15, -0.01]
26	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.02, 0.0, 0.85]	[-0.01, 0.0, 0.85]	[-0.07, 0.15, 0.82]	[0.0, -0.0, -0.01]	[-0.05, 0.15, -0.03]	[-0.05, 0.15, -0.02]
27	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.02, 0.0, 0.86]	[-0.01, 0.0, 0.85]	[-0.07, 0.15, 0.82]	[0.0, -0.0, -0.01]	[-0.05, 0.15, -0.03]	[-0.05, 0.15, -0.03]
28	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.02, 0.0, 0.87]	[-0.01, 0.0, 0.86]	[-0.07, 0.15, 0.82]	[0.0, -0.0, -0.01]	[-0.05, 0.15, -0.04]	[-0.05, 0.15, -0.03]
29	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.02, 0.0, 0.87]	[-0.01, 0.0, 0.86]	[-0.07, 0.15, 0.82]	[0.0, -0.0, -0.01]	[-0.05, 0.15, -0.05]	[-0.05, 0.15, -0.04]
30	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.02, 0.0, 0.88]	[-0.01, 0.0, 0.87]	[-0.07, 0.15, 0.82]	[0.0, -0.0, -0.01]	[-0.05, 0.15, -0.05]	[-0.05, 0.15, -0.04]
31	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.02, 0.0, 0.88]	[-0.01, 0.0, 0.87]	[-0.07, 0.15, 0.82]	[0.0, -0.0, -0.01]	[-0.05, 0.15, -0.06]	[-0.05, 0.15, -0.05]
32	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.02, 0.0, 0.89]	[-0.01, 0.0, 0.88]	[-0.07, 0.15, 0.82]	[0.0, -0.0, -0.01]	[-0.05, 0.15, -0.06]	[-0.05, 0.15, -0.05]
33	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.02, 0.0, 0.89]	[-0.01, 0.0, 0.88]	[-0.07, 0.15, 0.82]	[0.0, -0.0, -0.01]	[-0.05, 0.15, -0.07]	[-0.05, 0.15, -0.06]
34	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.02, 0.0, 0.9]	[-0.01, 0.0, 0.89]	[-0.07, 0.15, 0.82]	[0.0, -0.0, -0.01]	[-0.05, 0.15, -0.07]	[-0.05, 0.15, -0.07]
35	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.02, 0.0, 0.9]	[-0.01, 0.0, 0.9]	[-0.07, 0.15, 0.82]	[0.01, -0.0, -0.01]	[-0.05, 0.15, -0.08]	[-0.05, 0.15, -0.07]
36	[-0.52, 1.54, 2.5, 0.0, 0.0, 0.0, 1.0]	[-0.03, 0.01, 0.92]	[-0.02, 0.01, 0.91]	[-0.07, 0.15, 0.82]	[0.01, -0.0, -0.01]	[-0.04, 0.14, -0.1]	[-0.04, 0.14, -0.09]
37	[-0.43, 1.42, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.04, 0.03, 0.93]	[-0.03, 0.03, 0.92]	[-0.07, 0.15, 0.82]	[0.01, -0.0, -0.01]	[-0.03, 0.12, -0.1]	[-0.03, 0.13, -0.1]
38	[-0.34, 1.26, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.04, 0.05, 0.93]	[-0.04, 0.05, 0.92]	[-0.07, 0.15, 0.82]	[0.01, -0.0, -0.01]	[-0.02, 0.11, -0.1]	[-0.03, 0.11, -0.1]
39	[-0.27, 1.09, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.05, 0.07, 0.93]	[-0.05, 0.06, 0.92]	[-0.07, 0.15, 0.82]	[0.01, -0.0, -0.01]	[-0.02, 0.09, -0.1]	[-0.02, 0.09, -0.1]
40	[-0.21, 0.9, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.06, 0.08, 0.93]	[-0.05, 0.08, 0.92]	[-0.07, 0.15, 0.82]	[0.01, -0.0, -0.01]	[-0.01, 0.07, -0.1]	[-0.02, 0.07, -0.1]
41	[-0.16, 0.72, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.06, 0.1, 0.93]	[-0.06, 0.1, 0.92]	[-0.07, 0.15, 0.82]	[0.01, -0.0, -0.01]	[-0.01, 0.05, -0.1]	[-0.01, 0.05, -0.1]
42	[-0.11, 0.55, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.07, 0.12, 0.93]	[-0.06, 0.12, 0.92]	[-0.07, 0.15, 0.82]	[0.01, -0.0, -0.01]	[-0.0, 0.04, -0.1]	[-0.01, 0.04, -0.09]
43	[-0.07, 0.39, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.07, 0.13, 0.93]	[-0.06, 0.13, 0.92]	[-0.07, 0.15, 0.82]	[0.01, -0.0, -0.01]	[0.0, 0.02, -0.1]	[-0.0, 0.03, -0.09]
44	[-0.03, 0.26, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.07, 0.14, 0.93]	[-0.07, 0.14, 0.92]	[-0.07, 0.15, 0.82]	[0.01, -0.0, -0.01]	[0.01, 0.01, -0.1]	[0.0, 0.02, -0.09]
45	[0.01, 0.16, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.08, 0.15, 0.92]	[-0.07, 0.15, 0.92]	[-0.07, 0.15, 0.82]	[0.01, -0.0, -0.01]	[0.01, 0.01, -0.1]	[0.0, 0.01, -0.09]
46	[0.04, 0.09, -0.41, 0.0, 0.0, 0.0, 1.0]	[-0.08, 0.15, 0.92]	[-0.07, 0.15, 0.91]	[-0.07, 0.15, 0.82]	[0.01, -0.0, -0.01]	[0.01, 0.0, -0.09]	[0.01, 0.0, -0.08]
47	[0.06, 0.03, -0.33, 0.0, 0.0, 0.0, 1.0]	[-0.08, 0.16, 0.91]	[-0.07, 0.15, 0.9]	[-0.07, 0.15, 0.82]	[0.01, -0.0, -0.01]	[0.01, -0.0, -0.08]	[0.01, 0.0, -0.07]
48	[0.06, 0.0, -0.24, 0.0, 0.0, 0.0, 1.0]	[-0.08, 0.16, 0.9]	[-0.07, 0.16, 0.89]	[-0.07, 0.15, 0.82]	[0.01, -0.0, -0.01]	[0.01, -0.0, -0.08]	[0.01, -0.0, -0.07]
49	[0.07, -0.01, -0.17, 0.0, 0.0, 0.0, 1.0]	[-0.08, 0.16, 0.89]	[-0.07, 0.16, 0.89]	[-0.07, 0.15, 0.82]	[0.01, -0.0, -0.01]	[0.01, -0.0, -0.07]	[0.01, -0.0, -0.06]
50	[0.07, -0.02, -0.12, 0.0, 0.0, 0.0, 1.0]	[-0.08, 0.16, 0.89]	[-0.07, 0.16, 0.88]	[-0.07, 0.15, 0.82]	[0.01, -0.0, -0.01]	[0.01, -0.0, -0.07]	[0.01, -0.0, -0.06]
51	[0.07, -0.02, -0.08, 0.0, 0.0, 0.0, 1.0]	[-0.08, 0.16, 0.89]	[-0.07, 0.16, 0.88]	[-0.07, 0.15, 0.82]	[0.01, -0.0, -0.01]	[0.01, -0.0, -0.06]	[0.01, -0.0, -0.05]
52	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.16, 0.89]	[-0.07, 0.16, 0.88]	[-0.07, 0.15, 0.82]	[0.01, -0.0, -0.01]	[0.01, -0.0, -0.06]	[0.01, -0.0, -0.05]
53	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.16, 0.89]	[-0.08, 0.16, 0.88]	[-0.07, 0.15, 0.82]	[0.01, -0.0, -0.01]	[0.02, -0.0, -0.06]	[0.01, -0.0, -0.05]
54	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.16, 0.89]	[-0.08, 0.16, 0.88]	[-0.07, 0.15, 0.82]	[0.01, -0.0, -0.01]	[0.02, -0.0, -0.06]	[0.01, -0.0, -0.05]
55	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.16, 0.89]	[-0.08, 0.16, 0.87]	[-0.07, 0.15, 0.82]	[0.0, -0.0, -0.02]	[0.02, -0.0, -0.06]	[0.01, -0.0, -0.04]
56	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.16, 0.9]	[-0.08, 0.16, 0.87]	[-0.07, 0.15, 0.82]	[0.01, -0.0, -0.03]	[0.02, -0.0, -0.08]	[0.01, -0.0, -0.04]
57	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.16, 0.92]	[-0.08, 0.16, 0.87]	[-0.07, 0.15, 0.82]	[0.01, 0.0, -0.05]	[0.02, -0.0, -0.1]	[0.01, -0.0, -0.04]
58	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.16, 0.94]	[-0.08, 0.16, 0.87]	[-0.07, 0.15, 0.82]	[0.02, 0.0, -0.07]	[0.03, -0.0, -0.12]	[0.01, -0.0, -0.04]
59	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, 0.16, 0.96]	[-0.08, 0.16, 0.87]	[-0.07, 0.15, 0.82]	[0.02, 0.0, -0.09]	[0.03, -0.0, -0.14]	[0.01, -0.0, -0.04]
60	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, 0.16, 0.97]	[-0.08, 0.16, 0.87]	[-0.07, 0.15, 0.82]	[0.02, -0.0, -0.1]	[0.03, -0.0, -0.15]	[0.01, -0.0, -0.04]
61	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.16, 0.97]	[-0.08, 0.16, 0.87]	[-0.07, 0.15, 0.82]	[0.02, -0.0, -0.1]	[0.03, -0.01, -0.15]	[0.01, -0.0, -0.04]
62	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.16, 0.97]	[-0.08, 0.16, 0.87]	[-0.07, 0.15, 0.82]	[0.02, -0.0, -0.1]	[0.03, -0.01, -0.15]	[0.01, -0.0, -0.04]
63	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.16, 0.97]	[-0.08, 0.16, 0.87]	[-0.07, 0.15, 0.82]	[0.01, -0.0, -0.1]	[0.02, -0.0, -0.15]	[0.01, -0.0, -0.04]
64	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.16, 0.97]	[-0.08, 0.16, 0.87]	[-0.07, 0.15, 0.82]	[0.01, -0.0, -0.1]	[0.02, -0.0, -0.15]	[0.01, -0.0, -0.04]
65	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.16, 0.97]	[-0.08, 0.16, 0.87]	[-0.07, 0.15, 0.82]	[0.01, -0.0, -0.1]	[0.02, -0.0, -0.15]	[0.01, -0.0, -0.04]
66	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.16, 0.97]	[-0.08, 0.16, 0.87]	[-0.07, 0.15, 0.82]	[0.01, 0.0, -0.1]	[0.02, -0.0, -0.15]	[0.01, -0.0, -0.04]
67	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.16, 0.97]	[-0.08, 0.16, 0.87]	[-0.07, 0.15, 0.82]	[0.01, 0.0, -0.1]	[0.02, -0.0, -0.15]	[0.01, -0.0, -0.04]
68	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.16, 0.97]	[-0.08, 0.16, 0.87]	[-0.07, 0.15, 0.82]	[0.01, 0.0, -0.11]	[0.02, -0.0, -0.15]	[0.01, -0.0, -0.04]
69	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.16, 0.97]	[-0.08, 0.16, 0.87]	[-0.07, 0.15, 0.82]	[0.01, 0.0, -0.11]	[0.02, -0.0, -0.15]	[0.01, -0.0, -0.04]
70	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.16, 0.97]	[-0.08, 0.16, 0.87]	[-0.07, 0.15, 0.82]	[0.01, 0.0, -0.11]	[0.02, -0.0, -0.15]	[0.01, -0.0, -0.04]
71	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.16, 0.97]	[-0.08, 0.16, 0.87]	[-0.07, 0.15, 0.82]	[0.01, 0.0, -0.11]	[0.02, -0.0, -0.15]	[0.01, -0.0, -0.04]
72	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.16, 0.97]	[-0.08, 0.16, 0.87]	[-0.07, 0.15, 0.82]	[0.01, 0.0, -0.11]	[0.02, -0.0, -0.15]	[0.01, -0.0, -0.04]
73	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.16, 0.97]	[-0.08, 0.16, 0.87]	[-0.07, 0.15, 0.82]	[0.01, 0.0, -0.11]	[0.02, -0.0, -0.15]	[0.01, -0.0, -0.04]
74	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.16, 0.97]	[-0.08, 0.16, 0.87]	[-0.07, 0.15, 0.82]	[0.01, 0.0, -0.11]	[0.02, -0.0, -0.15]	[0.01, -0.0, -0.04]
75	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.16, 0.97]	[-0.08, 0.16, 0.87]	[-0.07, 0.15, 0.82]	[0.01, 0.0, -0.11]	[0.02, -0.0, -0.15]	[0.01, -0.0, -0.04]
76	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.16, 0.97]	[-0.08, 0.16, 0.87]	[-0.07, 0.15, 0.82]	[0.01, 0.0, -0.11]	[0.02, -0.0, -0.15]	[0.01, -0.0, -0.04]
77	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.16, 0.97]	[-0.08, 0.16, 0.87]	[-0.07, 0.15, 0.82]	[0.01, 0.0, -0.11]	[0.02, -0.0, -0.15]	[0.01, -0.0, -0.04]
78	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.16, 0.97]	[-0.08, 0.16, 0.87]	[-0.07, 0.15, 0.82]	[0.01, 0.0, -0.11]	[0.02, -0.0, -0.15]	[0.01, -0.0, -0.04]
79	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.16, 0.97]	[-0.08, 0.16, 0.87]	[-0.07, 0.15, 0.82]	[0.01, 0.0, -0.11]	[0.02, -0.0, -0.15]	[0.01, -0.0, -0.04]
